id,code,incident_id,incident_code,technicien_id,technicien_nom,technicien_matricule,secteur_id,secteur_nom,severite,statut,date_creation,date_assignation,date_resolution,duree_intervention_min,distance_km,note_intervention,statut_terrain,date_arrivee_site,date_debut_intervention,date_fin_intervention,pause_prise,pause_debut_terrain,pause_fin_terrain,cause_incomplete,contraintes,updated_by,historique_statuts
30,TKT-00030,34,INC-202603-0034,10,Sara LAHLOU,TECH-010,5,Tanger,MAJEUR,RESOLU,2026-03-28T17:31:01.754412,2026-03-28T17:43:01.754412,2026-03-28T18:01:01.754412,59,22.21,4.1,COMPLETE,2026-03-28T18:21:01.754412,2026-03-28T18:34:01.754412,2026-03-28T19:33:01.754412,False,,,,"[""Acces difficile (hauteur / espace confine)""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-28T17:31:01.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-28T17:43:01.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-28T18:21:01.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-28T18:34:01.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-28T19:33:01.754412""}]"
31,TKT-00031,35,INC-202603-0035,9,Karim BENSOUDA,TECH-009,10,Tétouan,MAJEUR,EN_COURS,2026-03-01T14:59:20.754412,2026-03-01T15:07:20.754412,,,23.38,,EN_ROUTE,2026-03-01T15:33:20.754412,2026-03-01T15:43:20.754412,,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-01T14:59:20.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-01T15:07:20.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-01T15:33:20.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-01T15:43:20.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-01T17:43:20.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-01T18:43:20.754412""}]"
32,TKT-00032,36,INC-202601-0036,13,Rachid SQALLI,TECH-013,4,Fès,CRITIQUE,FERME,2026-01-28T15:11:37.754412,2026-01-28T15:23:37.754412,2026-01-28T17:20:37.754412,159,18.68,4.5,COMPLETE,2026-01-28T15:55:37.754412,2026-01-28T16:09:37.754412,2026-01-28T18:48:37.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-28T15:11:37.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-28T15:23:37.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-28T15:55:37.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-28T16:09:37.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-28T18:09:37.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-28T19:09:37.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-28T18:48:37.754412""}]"
33,TKT-00033,37,INC-202603-0037,8,Nadia FILALI,TECH-008,6,Agadir,MAJEUR,RESOLU,2026-03-12T08:18:30.754412,2026-03-12T08:24:30.754412,2026-03-12T10:33:30.754412,158,9.13,3.9,COMPLETE,2026-03-12T09:08:30.754412,2026-03-12T09:17:30.754412,2026-03-12T11:55:30.754412,True,13:00,14:00,,"[""Zone a acces restreint""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-12T08:18:30.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-12T08:24:30.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-12T09:08:30.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-12T09:17:30.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-12T11:17:30.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-12T12:17:30.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-12T11:55:30.754412""}]"
34,TKT-00034,38,INC-202605-0038,7,Anas BERRADA,TECH-007,10,Tétouan,CRITIQUE,FERME,2026-05-10T03:19:00.754412,2026-05-10T03:32:00.754412,2026-05-10T09:42:00.754412,412,26.05,3.1,COMPLETE,2026-05-10T04:08:00.754412,2026-05-10T04:13:00.754412,2026-05-10T11:05:00.754412,True,13:00,14:00,,"[""Manque d outillage specifique"", ""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-10T03:19:00.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-10T03:32:00.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-10T04:08:00.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-10T04:13:00.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-10T06:13:00.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-10T07:13:00.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-10T11:05:00.754412""}]"
35,TKT-00035,39,INC-202603-0039,8,Nadia FILALI,TECH-008,6,Agadir,CRITIQUE,EN_COURS,2026-03-06T05:53:34.754412,2026-03-06T06:07:34.754412,,,13.83,,SUR_SITE,2026-03-06T06:42:34.754412,2026-03-06T06:54:34.754412,,False,,,,"[""Dependance fournisseur externe"", ""Intervention nocturne requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-06T05:53:34.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-06T06:07:34.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-06T06:42:34.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-06T06:54:34.754412""}]"
36,TKT-00036,40,INC-202603-0040,15,Bilal MRANI,TECH-015,9,Kenitra,MINEUR,FERME,2026-03-01T08:45:27.754412,2026-03-01T08:57:27.754412,2026-03-01T09:07:27.754412,43,17.67,4.7,COMPLETE,2026-03-01T09:24:27.754412,2026-03-01T09:34:27.754412,2026-03-01T10:17:27.754412,False,,,,"[""Coordination avec equipe reseau requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-01T08:45:27.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-01T08:57:27.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-01T09:24:27.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-01T09:34:27.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-01T10:17:27.754412""}]"
37,TKT-00037,41,INC-202512-0041,20,Meriem BOUAYAD,TECH-020,4,Fès,MINEUR,FERME,2025-12-20T06:14:12.754412,2025-12-20T06:25:12.754412,2025-12-20T07:13:12.754412,84,29.06,4.6,COMPLETE,2025-12-20T06:57:12.754412,2025-12-20T07:03:12.754412,2025-12-20T08:27:12.754412,False,,,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-20T06:14:12.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-20T06:25:12.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-20T06:57:12.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-20T07:03:12.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-20T08:27:12.754412""}]"
38,TKT-00038,43,INC-202604-0043,5,Hamza BENKIRANE,TECH-005,2,Rabat-Salé,MINEUR,RESOLU,2026-04-01T06:58:01.754412,2026-04-01T07:12:01.754412,2026-04-01T08:03:01.754412,80,23.75,4.7,COMPLETE,2026-04-01T07:40:01.754412,2026-04-01T07:50:01.754412,2026-04-01T09:10:01.754412,False,,,,"[""Intervention nocturne requise"", ""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-01T06:58:01.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-01T07:12:01.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-01T07:40:01.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-01T07:50:01.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-01T09:10:01.754412""}]"
39,TKT-00039,44,INC-202602-0044,1,Youssef BENALI,TECH-001,4,Fès,MINEUR,RESOLU,2026-02-17T02:26:35.754412,2026-02-17T02:37:35.754412,2026-02-17T03:30:35.754412,72,13.52,2.5,COMPLETE,2026-02-17T03:16:35.754412,2026-02-17T03:21:35.754412,2026-02-17T04:33:35.754412,False,,,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-17T02:26:35.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-17T02:37:35.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-17T03:16:35.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-17T03:21:35.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-17T04:33:35.754412""}]"
40,TKT-00040,45,INC-202512-0045,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MINEUR,FERME,2025-12-14T01:18:31.754412,2025-12-14T01:33:31.754412,2025-12-14T01:53:31.754412,62,26.3,4.7,COMPLETE,2025-12-14T01:51:31.754412,2025-12-14T02:06:31.754412,2025-12-14T03:08:31.754412,False,,,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-14T01:18:31.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-14T01:33:31.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-14T01:51:31.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-14T02:06:31.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-14T03:08:31.754412""}]"
41,TKT-00041,47,INC-202605-0047,19,Omar FASSI,TECH-019,2,Rabat-Salé,MAJEUR,EN_COURS,2026-05-18T05:40:15.754412,2026-05-18T05:45:15.754412,,,19.84,,INCOMPLET,2026-05-18T06:00:15.754412,2026-05-18T06:10:15.754412,,True,13:00,14:00,Equipement necessite remplacement complet,"[""Zone a acces restreint"", ""Manque d outillage specifique""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-18T05:40:15.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-18T05:45:15.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-18T06:00:15.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-18T06:10:15.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-18T08:10:15.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-18T09:10:15.754412""}, {""statut"": ""INCOMPLET"", ""timestamp"": ""2026-05-18T07:34:15.754412"", ""cause"": ""Equipement necessite remplacement complet""}]"
42,TKT-00042,48,INC-202603-0048,12,Hajar ALAMI,TECH-012,9,Kenitra,MINEUR,EN_COURS,2026-03-27T00:45:50.754412,2026-03-27T00:53:50.754412,,,0.74,,SUR_SITE,2026-03-27T01:07:50.754412,2026-03-27T01:14:50.754412,,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-27T00:45:50.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-27T00:53:50.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-27T01:07:50.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-27T01:14:50.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-27T03:14:50.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-27T04:14:50.754412""}]"
43,TKT-00043,49,INC-202602-0049,15,Bilal MRANI,TECH-015,9,Kenitra,MINEUR,RESOLU,2026-02-02T02:54:08.754412,2026-02-02T03:06:08.754412,2026-02-02T04:29:08.754412,113,11.8,4.3,COMPLETE,2026-02-02T03:24:08.754412,2026-02-02T03:36:08.754412,2026-02-02T05:29:08.754412,False,,,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-02T02:54:08.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-02T03:06:08.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-02T03:24:08.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-02T03:36:08.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-02T05:29:08.754412""}]"
44,TKT-00044,51,INC-202604-0051,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MAJEUR,FERME,2026-04-07T19:57:49.754412,2026-04-07T20:03:49.754412,2026-04-07T21:51:49.754412,129,19.43,4.2,COMPLETE,2026-04-07T20:32:49.754412,2026-04-07T20:39:49.754412,2026-04-07T22:48:49.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-07T19:57:49.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-07T20:03:49.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-07T20:32:49.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-07T20:39:49.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-07T22:39:49.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-07T23:39:49.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-07T22:48:49.754412""}]"
45,TKT-00045,52,INC-202605-0052,10,Sara LAHLOU,TECH-010,5,Tanger,MINEUR,FERME,2026-05-13T20:26:47.754412,2026-05-13T20:37:47.754412,2026-05-13T21:59:47.754412,117,22.57,4.8,COMPLETE,2026-05-13T20:57:47.754412,2026-05-13T21:09:47.754412,2026-05-13T23:06:47.754412,False,,,,"[""Manque d outillage specifique"", ""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-13T20:26:47.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-13T20:37:47.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-13T20:57:47.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-13T21:09:47.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-13T23:06:47.754412""}]"
46,TKT-00046,53,INC-202602-0053,4,Amina CHRAIBI,TECH-004,8,Oujda,MAJEUR,RESOLU,2026-02-24T02:09:04.754412,2026-02-24T02:24:04.754412,2026-02-24T05:12:04.754412,190,10.87,3.6,COMPLETE,2026-02-24T02:40:04.754412,2026-02-24T02:47:04.754412,2026-02-24T05:57:04.754412,True,13:00,14:00,,"[""Zone a acces restreint"", ""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-24T02:09:04.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-24T02:24:04.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-24T02:40:04.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-24T02:47:04.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-02-24T04:47:04.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-24T05:47:04.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-24T05:57:04.754412""}]"
47,TKT-00047,54,INC-202601-0054,13,Rachid SQALLI,TECH-013,4,Fès,CRITIQUE,FERME,2026-01-07T21:07:13.754412,2026-01-07T21:18:13.754412,2026-01-08T00:43:13.754412,229,26.34,3.0,COMPLETE,2026-01-07T21:33:13.754412,2026-01-07T21:41:13.754412,2026-01-08T01:30:13.754412,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)"", ""Zone a acces restreint""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-07T21:07:13.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-07T21:18:13.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-07T21:33:13.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-07T21:41:13.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-07T23:41:13.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-08T00:41:13.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-08T01:30:13.754412""}]"
48,TKT-00048,55,INC-202512-0055,10,Sara LAHLOU,TECH-010,5,Tanger,MINEUR,EN_COURS,2025-12-30T14:09:07.754412,2025-12-30T14:20:07.754412,,,7.61,,PAUSE,2025-12-30T14:33:07.754412,2025-12-30T14:41:07.754412,,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-30T14:09:07.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-30T14:20:07.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-30T14:33:07.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-30T14:41:07.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2025-12-30T16:41:07.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-30T17:41:07.754412""}]"
49,TKT-00049,56,INC-202605-0056,10,Sara LAHLOU,TECH-010,5,Tanger,MAJEUR,EN_COURS,2026-05-05T21:59:26.754412,2026-05-05T22:14:26.754412,,,16.62,,PAUSE,2026-05-05T22:44:26.754412,2026-05-05T22:51:26.754412,,True,13:00,14:00,,"[""Coordination avec equipe reseau requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-05T21:59:26.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-05T22:14:26.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-05T22:44:26.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-05T22:51:26.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-06T00:51:26.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-06T01:51:26.754412""}]"
50,TKT-00050,57,INC-202605-0057,20,Meriem BOUAYAD,TECH-020,4,Fès,CRITIQUE,RESOLU,2026-05-23T01:35:14.754412,2026-05-23T01:37:14.754412,2026-05-23T08:22:14.754412,436,8.23,2.6,COMPLETE,2026-05-23T01:48:14.754412,2026-05-23T02:02:14.754412,2026-05-23T09:18:14.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-23T01:35:14.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-23T01:37:14.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-23T01:48:14.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-23T02:02:14.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-23T04:02:14.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-23T05:02:14.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-23T09:18:14.754412""}]"
51,TKT-00051,58,INC-202601-0058,30,Yasmine JADID,TECH-030,7,Meknès,CRITIQUE,EN_COURS,2026-01-07T23:58:15.754412,2026-01-08T00:03:15.754412,,,19.4,,PAUSE,2026-01-08T00:45:15.754412,2026-01-08T00:56:15.754412,,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-07T23:58:15.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-08T00:03:15.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-08T00:45:15.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-08T00:56:15.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-08T02:56:15.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-08T03:56:15.754412""}]"
52,TKT-00052,59,INC-202512-0059,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MINEUR,RESOLU,2025-12-12T08:33:21.754412,2025-12-12T08:38:21.754412,2025-12-12T09:48:21.754412,82,16.32,3.5,COMPLETE,2025-12-12T08:53:21.754412,2025-12-12T09:06:21.754412,2025-12-12T10:28:21.754412,False,,,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-12T08:33:21.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-12T08:38:21.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-12T08:53:21.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-12T09:06:21.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-12T10:28:21.754412""}]"
53,TKT-00053,60,INC-202604-0060,18,Loubna NACIRI,TECH-018,4,Fès,CRITIQUE,RESOLU,2026-04-01T10:50:55.754412,2026-04-01T10:57:55.754412,2026-04-01T15:48:55.754412,325,27.78,2.8,COMPLETE,2026-04-01T11:22:55.754412,2026-04-01T11:27:55.754412,2026-04-01T16:52:55.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-01T10:50:55.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-01T10:57:55.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-01T11:22:55.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-01T11:27:55.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-01T13:27:55.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-01T14:27:55.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-01T16:52:55.754412""}]"
54,TKT-00054,61,INC-202601-0061,27,Tariq BENSLIMANE,TECH-027,8,Oujda,MINEUR,EN_COURS,2026-01-19T07:51:25.754412,2026-01-19T08:03:25.754412,,,21.19,,EN_ROUTE,2026-01-19T08:24:25.754412,2026-01-19T08:30:25.754412,,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-19T07:51:25.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-19T08:03:25.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-19T08:24:25.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-19T08:30:25.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-19T10:30:25.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-19T11:30:25.754412""}]"
55,TKT-00055,62,INC-202601-0062,5,Hamza BENKIRANE,TECH-005,2,Rabat-Salé,MINEUR,RESOLU,2026-01-10T13:15:55.754412,2026-01-10T13:24:55.754412,2026-01-10T14:46:55.754412,107,22.62,4.7,COMPLETE,2026-01-10T14:07:55.754412,2026-01-10T14:16:55.754412,2026-01-10T16:03:55.754412,False,,,,"[""Manque d outillage specifique""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-10T13:15:55.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-10T13:24:55.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-10T14:07:55.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-10T14:16:55.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-10T16:03:55.754412""}]"
56,TKT-00056,63,INC-202601-0063,4,Amina CHRAIBI,TECH-004,8,Oujda,MINEUR,RESOLU,2026-01-27T14:13:09.754412,2026-01-27T14:26:09.754412,2026-01-27T16:37:09.754412,159,29.26,4.1,COMPLETE,2026-01-27T15:03:09.754412,2026-01-27T15:12:09.754412,2026-01-27T17:51:09.754412,True,13:00,14:00,,"[""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-27T14:13:09.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-27T14:26:09.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-27T15:03:09.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-27T15:12:09.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-27T17:12:09.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-27T18:12:09.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-27T17:51:09.754412""}]"
57,TKT-00057,64,INC-202605-0064,14,Salma BENOMAR,TECH-014,6,Agadir,CRITIQUE,RESOLU,2026-05-11T12:09:24.754412,2026-05-11T12:15:24.754412,2026-05-11T17:30:24.754412,342,8.03,2.8,COMPLETE,2026-05-11T12:28:24.754412,2026-05-11T12:40:24.754412,2026-05-11T18:22:24.754412,True,13:00,14:00,,"[""Manque d outillage specifique""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-11T12:09:24.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-11T12:15:24.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-11T12:28:24.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-11T12:40:24.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-11T14:40:24.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-11T15:40:24.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-11T18:22:24.754412""}]"
58,TKT-00058,65,INC-202512-0065,13,Rachid SQALLI,TECH-013,4,Fès,MINEUR,RESOLU,2025-12-14T00:27:35.754412,2025-12-14T00:36:35.754412,2025-12-14T01:51:35.754412,112,1.86,3.4,COMPLETE,2025-12-14T00:46:35.754412,2025-12-14T00:51:35.754412,2025-12-14T02:43:35.754412,False,,,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-14T00:27:35.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-14T00:36:35.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-14T00:46:35.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-14T00:51:35.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-14T02:43:35.754412""}]"
